Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Comment
170757996,Validation of email address ,"",2,"Jan 20, 2020","Jan 26, 2020",bug,,started,"Jan 16, 2020",,,Naim Ahmetaj,"When the user put not valid format of email address, them app doesn’t inform user for
incorrect format of email address. In this case App trying to connect instead of showing
error message.",https://www.pivotaltracker.com/story/show/170757996,arijetaizeiri,"Ready to Test.
test case. 
If email is not valid Error will appear. 
""Incorrect e-mail address"" (arijetaizeiri - Jan 20, 2020)"
